Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,One Year,Two Year,PaperlessBilling,BankTransfer,CreditCard,ECheck,MonthlyCharges,FixedCharges,Churn,sample
1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,70.3,0,1,TRUE
0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,79.35,0,1,FALSE
1,0,1,1,34,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,90.05,35.3,0,TRUE
1,0,1,1,31,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,59.95,-9.65,0,FALSE
0,0,0,0,9,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,90.8,-7.45,1,TRUE
1,0,1,1,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,70.45,61.95,1,TRUE
1,1,1,0,19,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,34.3,-74.55,0,TRUE
0,0,1,0,65,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,105.05,86.7,0,TRUE
0,0,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,51.4,-6,0,TRUE
1,0,1,1,53,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,71.85,19.85,0,TRUE
1,1,1,0,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,75.4,5.25,0,TRUE
0,0,1,1,61,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,49.7,-70.3,0,FALSE
1,1,0,0,70,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,45.25,96.95,1,TRUE
0,0,0,0,13,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,78.75,-28.4,0,TRUE
1,1,1,0,35,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,81.6,-40.75,0,TRUE
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,70.4,14,0,TRUE
0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,75.8,18.9,1,FALSE
0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,76.1,29.3,0,TRUE
0,0,0,0,62,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,94,-70.8,0,FALSE
1,0,1,1,72,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,103.95,33.3,0,TRUE
1,1,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71.3,-36.8,1,FALSE
0,1,0,0,35,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,110.8,-41.7,0,FALSE
1,1,1,0,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,69.1,23.65,1,TRUE
1,0,1,0,62,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,96.1,43.25,0,TRUE
0,0,0,0,15,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,48.8,-11.9,0,TRUE
0,0,0,0,55,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,50.55,52.5,0,TRUE
0,0,0,0,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,44.65,-18.9,0,TRUE
0,0,1,1,17,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,88.25,-39.6,1,TRUE
0,0,1,0,71,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,89.3,48.35,0,TRUE
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70,13.05,1,TRUE
0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70.5,-32.9,0,FALSE
0,0,0,0,21,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,97.35,75.15,1,TRUE
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,44,0,0,FALSE
0,0,1,1,44,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,94.4,141.75,0,TRUE
1,0,0,0,24,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,55.65,64.95,1,TRUE
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,69.65,0,1,TRUE
0,0,0,0,18,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,75.4,23.2,0,TRUE
0,0,0,0,10,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,100.6,54.2,1,TRUE
0,0,1,0,65,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,71,-228.8,0,TRUE
0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,86,0,1,TRUE
0,0,0,0,53,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,106.95,117.15,1,FALSE
1,0,1,0,33,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,61.05,3.75,0,TRUE
1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,29.6,-9.35,1,TRUE
0,0,0,0,34,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,79.95,9,0,TRUE
1,1,1,0,46,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,59.9,61.25,1,TRUE
1,0,0,1,17,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,50.3,-8.3,0,TRUE
0,0,1,1,49,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,95.6,99.1,1,TRUE
1,1,1,0,59,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,50.25,32.7,0,FALSE
0,0,0,0,69,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,85.35,8.25,0,TRUE
1,0,0,0,11,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,41.6,13,1,FALSE
1,0,0,0,10,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,51.65,8,0,TRUE
1,0,0,0,45,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,100.85,201.75,1,TRUE
0,0,1,1,39,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,59.85,7.35,0,TRUE
1,1,0,0,67,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,75.7,-11.05,0,TRUE
1,0,1,1,37,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,40.2,-38.6,1,FALSE
1,0,1,1,49,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,84.5,114.35,1,FALSE
0,0,1,0,9,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,50.85,8.95,0,TRUE
1,0,1,0,52,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,91.6,-135.4,0,TRUE
0,0,0,0,70,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,98.9,-84.4,0,TRUE
1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,85,0,0,TRUE
0,1,0,0,14,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,78.95,-3.45,1,FALSE
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,44.3,0,0,TRUE
0,0,0,0,52,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,80.2,127.2,0,FALSE
1,0,0,0,6,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,60.9,48.7,0,FALSE
1,0,1,0,7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,34.2,17.2,0,FALSE
0,1,0,0,47,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,85.2,-35.05,1,TRUE
0,0,0,0,26,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,87.15,8.2,0,TRUE
1,0,1,1,25,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,54.3,-60.7,0,TRUE
0,0,0,0,72,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,112.75,74.6,0,FALSE
1,0,0,0,67,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,65.55,-30.3,0,TRUE
0,1,0,0,26,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,78.8,-42.7,0,FALSE
0,0,0,0,27,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,78.2,-32.45,0,TRUE
1,0,1,1,72,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,105.25,31.75,0,TRUE
0,0,0,0,6,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,89.25,-48.45,0,FALSE
1,0,0,0,20,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,68.7,42.2,0,TRUE
1,0,0,0,6,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,78.65,11.4,0,FALSE
1,1,1,0,62,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,89.1,94.1,0,FALSE
0,0,0,0,72,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,84.7,86.75,0,TRUE
1,1,1,0,13,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,98,-36.15,1,FALSE
1,0,1,0,5,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,94.45,25.85,1,TRUE
1,1,0,0,3,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,105,-20.55,1,TRUE
0,1,1,0,26,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,93.85,-58.55,1,TRUE
1,1,0,0,13,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,59.9,9.65,0,TRUE
0,1,1,0,8,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,84,-58.6,1,TRUE
1,1,1,1,34,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,108.9,-77.4,0,TRUE
1,0,0,0,18,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,33.6,-54.45,0,TRUE
1,0,1,1,56,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,85.85,-13.8,0,FALSE
0,0,0,0,36,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,34.85,12.6,0,TRUE
0,0,1,0,9,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,48.75,3.45,1,TRUE
1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,84.85,0,1,TRUE
1,0,0,0,12,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,56.65,-24.95,1,TRUE
0,1,1,1,57,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,95.3,135.35,0,FALSE
0,0,0,0,42,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,73.9,56.75,1,FALSE
1,0,1,0,70,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,84.6,-215.8,0,TRUE
0,0,0,0,68,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,44.95,28.75,0,TRUE
1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,24.7,0,0,TRUE
0,0,0,0,37,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,100.3,-169.7,0,TRUE
1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,50.7,0,0,TRUE
1,0,0,0,20,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,55,65.55,0,FALSE
1,0,1,1,72,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,68.4,-69.45,0,TRUE
0,0,0,0,31,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,89.9,20,1,FALSE
1,1,1,0,18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,78.55,8.75,1,TRUE
1,0,1,0,11,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,55.05,2.6,0,TRUE
0,1,0,0,62,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,84.45,-276.75,0,TRUE
0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,35.9,0,0,TRUE
1,0,1,0,16,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,80.75,29.3,0,TRUE
1,0,1,1,22,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,78.65,-66.55,0,TRUE
0,0,1,1,49,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,61.75,-1.6,0,TRUE
1,0,1,1,36,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,63.7,-104.7,0,FALSE
1,0,1,0,42,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,99.45,-38.85,1,TRUE
1,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,25.2,1.7,1,TRUE
0,0,0,0,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,74.05,-15.95,1,TRUE
0,0,0,0,31,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,87.6,8.65,0,TRUE
1,0,1,0,5,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,89.15,-32.5,0,FALSE
0,1,0,0,15,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,55,-67.9,1,TRUE
1,0,0,0,64,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,104.4,11.05,0,TRUE
1,0,1,1,7,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,89.75,-19.45,1,TRUE
1,0,0,0,29,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,34.3,10.05,0,TRUE
0,0,0,0,46,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,84.25,-27.9,0,FALSE
0,0,0,0,17,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,79.85,29.9,0,FALSE
0,0,0,0,22,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,50.35,-8.85,0,FALSE
1,0,1,0,14,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,85.15,-52.9,1,FALSE
0,0,1,0,57,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,74.6,116.75,0,TRUE
1,1,0,0,11,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,79.15,-42.95,0,TRUE
1,1,1,0,3,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,94.6,-4.25,1,TRUE
1,0,0,1,36,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,94.7,103.3,0,FALSE
1,0,0,0,16,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,94.25,-24.75,1,TRUE
1,0,1,1,65,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,72.45,-55.4,1,TRUE
1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,74.95,1.85,0,TRUE
0,0,0,0,42,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,105.2,-17.65,1,FALSE
1,0,1,1,72,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,111.95,-27.3,0,TRUE
0,0,0,0,6,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,89.75,14.15,0,TRUE
1,0,0,0,35,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,108.95,212.25,0,TRUE
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,24.9,0,0,TRUE
1,0,1,0,6,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,82.85,-36.85,1,TRUE
0,0,1,0,71,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,93.2,-111.05,0,TRUE
0,0,1,1,67,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,84.8,-83.3,0,TRUE
1,1,0,0,60,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,71.75,69.55,0,TRUE
1,0,1,1,23,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,30.35,-19.3,0,TRUE
1,0,0,1,39,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,54.85,52.55,0,TRUE
1,1,1,0,53,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,103.85,-18.55,1,TRUE
0,0,1,1,5,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,83.6,-13.8,1,TRUE
0,1,1,0,50,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,100.65,157.25,0,FALSE
0,0,0,0,54,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,94.1,-20.5,0,FALSE
0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,74.55,10,0,TRUE
1,0,0,0,68,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,108.45,-198.05,1,TRUE
1,0,0,0,5,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,56.15,10.7,0,TRUE
0,0,0,0,41,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,80.55,-38.65,0,TRUE
0,0,1,1,34,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,61.25,-89.3,0,FALSE
0,0,1,0,3,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,91.5,-31.55,1,TRUE
0,0,0,1,41,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,45.2,-11.3,0,TRUE
1,0,1,0,12,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,80.85,-103.75,1,TRUE
1,0,0,0,4,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,94.9,-19.05,0,FALSE
0,0,0,0,43,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,49.05,-32.95,1,TRUE
0,1,1,1,12,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,29.3,4.3,0,FALSE
1,1,1,0,68,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,105.3,139.25,1,TRUE
1,1,0,0,25,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,88.95,67.45,1,TRUE
1,1,1,0,66,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,110.85,175.65,1,TRUE
0,0,1,0,53,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,110.5,-21,0,TRUE
1,1,0,0,63,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,109.4,139.25,0,TRUE
0,0,1,1,70,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,114.2,-270.1,1,FALSE
1,1,1,0,27,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,36.5,46.5,1,TRUE
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.75,0,1,TRUE
1,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,40.15,10.3,1,TRUE
0,0,0,1,12,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,76.6,-26.2,0,TRUE
0,0,0,0,9,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,85.3,13.7,0,TRUE
1,0,1,0,13,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,65.85,46.2,0,FALSE
1,1,1,0,29,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,94.45,-85.4,1,TRUE
1,0,1,0,61,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,99.4,-119.75,0,TRUE
0,0,1,1,41,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,78.45,-90,0,TRUE
0,0,1,1,36,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,97.35,-46.7,1,TRUE
0,0,0,0,6,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,55,10.4,0,TRUE
0,0,0,0,58,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,71.1,175.4,0,TRUE
1,0,0,0,19,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,61.55,-76.25,0,FALSE
1,0,1,0,11,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,45.9,17,0,FALSE
0,0,0,0,39,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,40.3,58.7,0,TRUE
0,1,0,0,8,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,87.1,16.8,0,TRUE
0,0,0,1,26,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,49.5,-21.35,0,TRUE
0,1,0,0,53,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,73.8,92.45,0,TRUE
1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,45.3,0,1,TRUE
1,0,0,0,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,94.95,-11.8,1,TRUE
1,0,0,0,7,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,35.3,17.7,0,TRUE
0,0,0,1,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,44.55,-54,1,FALSE
1,0,1,1,59,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,76.75,13.65,0,TRUE
1,0,1,1,61,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,81,35.15,0,TRUE
1,0,1,1,72,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,105.55,-57.35,0,FALSE
1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,23.45,0,1,TRUE
0,0,0,0,10,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,64.9,36.55,0,TRUE
0,0,1,1,65,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,61.35,-113.65,0,TRUE
0,0,1,0,62,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,113.95,-173.5,0,TRUE
0,0,1,0,55,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,90.15,-41.3,0,TRUE
0,0,1,0,25,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,54.1,20.5,0,TRUE
1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,29.7,0,1,TRUE
1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,49.8,0,0,FALSE
0,0,1,0,59,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,101.1,75,1,TRUE
1,0,1,0,36,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,95,20.25,0,TRUE
0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,50.65,-0.65,1,TRUE
1,0,1,0,61,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,69.9,-37.2,0,TRUE
1,0,0,1,26,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,39.95,-14.95,0,TRUE
0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,55.4,0,1,FALSE
0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,90.6,0,1,TRUE
1,0,1,1,68,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,103.25,53.4,0,TRUE
1,1,1,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,86.85,-17.35,1,TRUE
0,0,1,0,72,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,94.25,63.75,0,TRUE
0,0,1,0,71,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,47.05,-76.95,0,TRUE
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,70.2,0,0,TRUE
1,0,1,1,72,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,81,-82,0,FALSE
1,0,1,1,21,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,75.9,-44.15,0,TRUE
0,1,1,0,29,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,99.05,80.4,1,TRUE
0,1,0,0,69,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,110.25,-139.7,0,TRUE
0,0,1,0,64,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,85,44.4,0,TRUE
0,0,0,0,52,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,111.25,131.45,1,TRUE
1,0,0,0,2,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,55.1,3.15,1,TRUE
1,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.15,24.1,0,FALSE
0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,54.15,-6.65,0,TRUE
0,0,1,0,19,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,59.8,-5.35,0,TRUE
0,0,0,0,40,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,83.85,178.25,0,FALSE
0,1,1,1,66,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,104.9,-31.95,0,TRUE
1,0,0,0,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75.3,-10.6,0,TRUE
1,0,0,0,8,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,66.65,-12.25,0,TRUE
0,0,1,1,72,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,109.5,-29.1,0,TRUE
0,0,0,0,48,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,73.85,36.6,0,FALSE
1,0,0,0,72,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,118.2,36.75,0,FALSE
0,0,0,0,14,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,51.45,7.55,0,TRUE
1,0,0,0,6,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,59.45,0.9,0,FALSE
1,0,0,0,65,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,93.55,-11.5,0,TRUE
0,0,1,1,57,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,59.3,-105.75,0,TRUE
1,0,1,0,13,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,102.25,29.75,1,TRUE
1,1,0,0,19,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,95.9,-44.2,1,TRUE
0,0,1,0,56,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,109.8,-39.15,0,TRUE
0,0,1,0,14,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,78.1,29,0,TRUE
1,0,1,0,52,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,39.9,-53.9,0,TRUE
0,0,0,0,58,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,64.9,31.25,0,FALSE
0,1,0,0,47,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,95.05,37.2,1,TRUE
0,0,0,0,67,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,53.4,1.35,0,TRUE
1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,24.9,-0.1,0,TRUE
1,1,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,44.7,8.3,0,FALSE
1,0,1,1,71,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,114,81.9,0,TRUE
0,0,0,0,5,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,53.85,-9.45,1,TRUE
1,1,1,0,67,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,83.85,-29.15,0,TRUE
1,1,1,0,52,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,104.2,149.95,1,TRUE
0,0,1,0,42,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,50.25,93.15,1,FALSE
1,1,1,0,23,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,90,-45.9,0,TRUE
0,0,1,1,67,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,54.2,-7.45,0,TRUE
0,0,0,0,25,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,99.5,-118.45,1,FALSE
0,1,1,0,39,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,99.1,13.05,0,TRUE
0,0,0,0,69,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,66.9,-38.2,0,TRUE
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,25.85,0,0,TRUE
1,0,0,0,32,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,91.05,-42.1,0,TRUE
0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,33.55,1,TRUE
0,0,0,0,16,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,93.2,82.5,1,TRUE
