Gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,Churn,sample,FixedCharges,TenureCat.00.06,TenureCat.06.12,TenureCat.12.24,OneYearContract,TwoYearContract,BankTransfer,CreditCard,ECheck
0,0,1,0,1,1,0,1,1,1,1,1,1,0,93.2,0,TRUE,-111.05,0,0,0,0,1,0,1,0
0,0,1,1,1,0,1,1,1,1,0,0,0,0,84.8,0,TRUE,-83.3,0,0,0,1,0,1,0,0
1,1,0,0,1,1,0,1,1,0,0,0,1,1,71.75,0,TRUE,69.55,0,0,0,1,0,0,0,1
1,0,1,1,0,0,0,0,0,0,1,0,0,1,30.35,0,TRUE,-19.3,0,0,1,0,0,1,0,0
1,0,0,1,0,0,0,0,0,1,1,1,1,0,54.85,0,TRUE,52.55,0,0,0,1,0,1,0,0
1,1,1,0,1,1,1,0,1,1,0,1,1,1,103.85,1,TRUE,-18.55,0,0,0,0,0,0,0,1
0,0,1,1,1,0,1,0,1,0,0,0,1,1,83.6,1,TRUE,-13.8,1,0,0,0,0,0,0,1
0,1,1,0,1,1,1,0,0,0,1,1,1,1,100.65,0,FALSE,157.25,0,0,0,1,0,0,0,1
0,0,0,0,1,0,1,0,0,1,0,1,1,1,94.1,0,FALSE,-20.5,0,0,0,1,0,0,1,0
0,0,0,0,1,0,1,1,0,0,0,0,0,1,74.55,0,TRUE,10,1,0,0,0,0,0,0,1
1,0,0,0,1,1,1,0,1,1,1,1,1,0,108.45,1,TRUE,-198.05,0,0,0,1,0,0,0,1
1,0,0,0,1,0,0,0,0,1,1,0,0,0,56.15,0,TRUE,10.7,1,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,1,1,0,1,1,1,80.55,0,TRUE,-38.65,0,0,0,1,0,0,0,1
0,0,1,1,0,0,0,1,0,1,1,1,1,0,61.25,0,FALSE,-89.3,0,0,0,1,0,0,0,0
0,0,1,0,1,1,1,0,1,0,0,0,1,1,91.5,1,TRUE,-31.55,1,0,0,0,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,45.2,0,TRUE,-11.3,0,0,0,0,0,1,0,0
1,0,1,0,1,0,1,1,0,0,1,0,0,0,80.85,1,TRUE,-103.75,0,1,0,0,0,1,0,0
1,0,0,0,1,0,1,1,1,0,1,0,1,1,94.9,0,FALSE,-19.05,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,1,1,49.05,1,TRUE,-32.95,0,0,0,0,0,1,0,0
0,1,1,1,0,0,0,0,0,0,1,0,0,1,29.3,0,FALSE,4.3,0,1,0,0,0,0,0,0
1,1,1,0,1,1,1,0,1,1,0,1,1,1,105.3,1,TRUE,139.25,0,0,0,0,0,0,0,1
1,1,0,0,1,1,1,0,1,0,0,1,0,1,88.95,1,TRUE,67.45,0,0,0,0,0,0,0,1
1,1,1,0,1,1,1,0,1,1,1,1,1,1,110.85,1,TRUE,175.65,0,0,0,1,0,0,0,1
0,0,1,0,1,0,1,1,1,1,1,1,1,0,110.5,0,TRUE,-21,0,0,0,1,0,0,0,1
1,1,0,0,1,1,1,1,1,1,0,1,1,1,109.4,0,TRUE,139.25,0,0,0,0,0,1,0,0
0,0,1,1,1,1,1,1,1,1,1,1,1,1,114.2,1,FALSE,-270.1,0,0,0,0,1,1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,0,36.5,1,TRUE,46.5,0,0,0,0,0,1,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,70.75,1,TRUE,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,1,0,1,40.15,1,TRUE,10.3,1,0,0,0,0,0,0,0
0,0,0,1,1,1,1,0,0,0,0,0,0,1,76.6,0,TRUE,-26.2,0,1,0,0,0,0,0,1
0,0,0,0,1,0,1,0,0,1,0,0,1,1,85.3,0,TRUE,13.7,0,1,0,0,0,0,1,0
1,0,1,0,1,1,0,1,0,0,0,0,1,1,65.85,0,FALSE,46.2,0,0,1,0,0,0,0,1
1,1,1,0,1,1,1,0,0,0,0,1,1,1,94.45,1,TRUE,-85.4,0,0,0,0,0,0,0,1
1,0,1,0,1,1,1,1,0,1,1,1,0,0,99.4,0,TRUE,-119.75,0,0,0,0,0,1,0,0
0,0,1,1,1,0,0,1,1,0,1,1,1,0,78.45,0,TRUE,-90,0,0,0,0,1,0,0,1
0,0,1,1,1,1,1,0,1,1,0,1,0,1,97.35,1,TRUE,-46.7,0,0,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,1,55,0,TRUE,10.4,1,0,0,0,0,0,0,1
0,0,0,0,1,1,0,1,1,1,1,0,0,1,71.1,0,TRUE,175.4,0,0,0,1,0,0,1,0
1,0,0,0,1,0,0,0,0,0,1,1,0,1,61.55,0,FALSE,-76.25,0,0,1,0,0,0,1,0
1,0,1,0,1,0,0,0,0,0,0,0,0,1,45.9,0,FALSE,17,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,1,1,0,1,0,0,1,40.3,0,TRUE,58.7,0,0,0,1,0,1,0,0
0,1,0,0,1,0,1,0,1,0,0,1,0,1,87.1,0,TRUE,16.8,0,1,0,0,0,0,0,1
0,0,0,1,1,1,0,0,0,0,0,0,0,1,49.5,0,TRUE,-21.35,0,0,0,0,0,0,0,0
0,1,0,0,1,0,1,0,1,0,0,0,0,1,73.8,0,TRUE,92.45,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,1,1,45.3,1,TRUE,0,1,0,0,0,0,0,0,0
1,0,0,0,1,0,1,0,0,1,0,1,1,0,94.95,1,TRUE,-11.8,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1,0,1,0,0,0,0,35.3,0,TRUE,17.7,0,1,0,1,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,1,44.55,1,FALSE,-54,0,1,0,0,0,0,0,1
1,0,1,1,1,0,0,0,1,1,1,1,1,0,76.75,0,TRUE,13.65,0,0,0,1,0,0,1,0
1,0,1,1,1,1,0,0,0,1,1,1,1,1,81,0,TRUE,35.15,0,0,0,0,1,1,0,0
1,0,1,1,1,1,1,1,0,1,0,1,1,1,105.55,0,FALSE,-57.35,0,0,0,0,1,1,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,23.45,1,TRUE,0,1,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,1,0,1,0,1,0,64.9,0,TRUE,36.55,0,1,0,1,0,0,0,0
0,0,1,1,1,0,0,1,1,1,0,0,0,0,61.35,0,TRUE,-113.65,0,0,0,1,0,1,0,0
0,0,1,0,1,1,1,1,1,1,1,1,1,0,113.95,0,TRUE,-173.5,0,0,0,0,1,0,0,0
0,0,1,0,1,1,0,1,1,1,1,1,1,1,90.15,0,TRUE,-41.3,0,0,0,1,0,0,0,1
0,0,1,0,1,1,0,0,1,0,0,0,0,0,54.1,0,TRUE,20.5,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1,0,0,0,0,0,0,29.7,1,TRUE,0,1,0,0,0,0,0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,0,1,49.8,0,FALSE,0,1,0,0,0,0,0,1,0
0,0,1,0,1,1,1,0,1,0,0,1,1,0,101.1,1,TRUE,75,0,0,0,0,0,0,0,1
1,0,1,0,1,1,1,0,0,0,0,1,1,1,95,0,TRUE,20.25,0,0,0,0,0,1,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,50.65,1,TRUE,-0.65,1,0,0,0,0,0,0,0
1,0,1,0,1,1,0,1,0,1,0,0,1,1,69.9,0,TRUE,-37.2,0,0,0,0,1,0,0,0
1,0,0,1,0,0,0,0,1,0,0,1,0,1,39.95,0,TRUE,-14.95,0,0,0,1,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,1,55.4,1,FALSE,0,1,0,0,0,0,0,0,1
0,1,1,0,1,1,1,0,1,0,0,1,0,1,90.6,1,TRUE,0,1,0,0,0,0,0,0,1
1,0,1,1,1,0,1,1,1,1,0,1,1,1,103.25,0,TRUE,53.4,0,0,0,0,1,0,1,0
1,1,1,0,1,1,1,0,0,0,0,1,0,1,86.85,1,TRUE,-17.35,1,0,0,0,0,0,0,0
0,0,1,0,1,1,1,1,1,1,1,0,0,1,94.25,0,TRUE,63.75,0,0,0,0,1,1,0,0
0,0,1,0,0,0,0,0,0,1,1,0,1,1,47.05,0,TRUE,-76.95,0,0,0,0,1,0,0,1
0,1,0,0,1,0,1,0,0,0,0,0,0,1,70.2,0,TRUE,0,1,0,0,0,0,0,0,1
1,0,1,1,1,1,0,1,1,1,1,0,1,0,81,0,FALSE,-82,0,0,0,0,1,0,1,0
1,0,1,1,1,1,0,1,0,0,0,1,1,1,75.9,0,TRUE,-44.15,0,0,1,1,0,1,0,0
0,1,1,0,1,1,1,0,0,1,0,1,1,1,99.05,1,TRUE,80.4,0,0,0,0,0,1,0,0
0,1,0,0,1,1,1,1,0,1,1,1,1,0,110.25,0,TRUE,-139.7,0,0,0,0,1,0,1,0
0,0,1,0,1,1,0,1,0,1,1,1,1,1,85,0,TRUE,44.4,0,0,0,0,1,0,1,0
0,0,0,0,1,1,1,1,1,0,1,1,1,1,111.25,1,TRUE,131.45,0,0,0,1,0,0,1,0
1,0,0,0,1,0,0,1,0,1,0,0,0,1,55.1,1,TRUE,3.15,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,25.15,0,FALSE,24.1,0,0,1,0,0,0,0,0
0,0,0,0,1,1,0,0,1,0,0,0,0,0,54.15,0,TRUE,-6.65,1,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,1,0,0,0,1,1,59.8,0,TRUE,-5.35,0,0,1,0,0,0,0,0
0,0,0,0,1,1,1,0,0,0,0,0,1,0,83.85,0,FALSE,178.25,0,0,0,0,0,1,0,0
0,1,1,1,1,1,1,0,1,1,0,1,1,1,104.9,0,TRUE,-31.95,0,0,0,1,0,0,0,1
1,0,0,0,1,1,1,0,0,0,0,0,0,0,75.3,0,TRUE,-10.6,0,0,1,0,0,0,0,0
1,0,0,0,1,0,0,0,1,0,1,1,0,1,66.65,0,TRUE,-12.25,0,1,0,0,0,0,0,1
0,0,1,1,1,0,1,1,1,1,1,1,1,1,109.5,0,TRUE,-29.1,0,0,0,0,1,0,1,0
0,0,0,0,1,1,0,0,1,1,1,1,0,1,73.85,0,FALSE,36.6,0,0,0,1,0,1,0,0
1,0,0,0,1,1,1,1,1,1,1,1,1,1,118.2,0,FALSE,36.75,0,0,0,0,1,0,0,1
0,0,0,0,1,0,0,0,1,0,0,0,0,0,51.45,0,TRUE,7.55,0,0,1,1,0,0,1,0
1,0,0,0,1,0,0,0,1,0,0,1,0,0,59.45,0,FALSE,0.9,1,0,0,0,0,0,0,1
1,0,0,0,1,1,1,1,0,0,1,0,1,0,93.55,0,TRUE,-11.5,0,0,0,1,0,0,0,1
0,0,1,1,1,0,0,1,0,1,1,0,0,1,59.3,0,TRUE,-105.75,0,0,0,1,0,0,0,0
1,0,1,0,1,1,1,0,0,1,0,1,1,1,102.25,1,TRUE,29.75,0,0,1,0,0,0,1,0
1,1,0,0,1,0,1,0,0,1,0,1,1,1,95.9,1,TRUE,-44.2,0,0,1,0,0,0,1,0
0,0,1,0,1,1,1,1,1,1,0,1,1,0,109.8,0,TRUE,-39.15,0,0,0,1,0,1,0,0
0,0,1,0,1,0,1,0,0,0,0,0,1,1,78.1,0,TRUE,29,0,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1,0,0,0,0,1,1,39.9,0,TRUE,-53.9,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,1,1,1,1,0,0,1,64.9,0,FALSE,31.25,0,0,0,0,1,0,1,0
0,1,0,0,1,1,1,0,1,0,1,1,0,1,95.05,1,TRUE,37.2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,1,1,1,1,53.4,0,TRUE,1.35,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,24.9,0,TRUE,-0.1,1,0,0,0,0,0,1,0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,44.7,0,FALSE,8.3,1,0,0,0,0,0,1,0
1,0,1,1,1,1,1,1,1,1,1,1,1,1,114,0,TRUE,81.9,0,0,0,0,1,1,0,0
0,0,0,0,1,0,0,1,0,0,1,0,0,0,53.85,1,TRUE,-9.45,1,0,0,0,0,0,1,0
1,1,1,0,1,1,1,1,1,0,0,0,0,0,83.85,0,TRUE,-29.15,0,0,0,0,0,1,0,0
1,1,1,0,1,1,1,1,0,1,0,1,1,1,104.2,1,TRUE,149.95,0,0,0,0,0,0,0,1
0,0,1,0,1,1,0,0,0,0,0,0,0,1,50.25,1,FALSE,93.15,0,0,0,0,0,0,0,1
1,1,1,0,1,0,1,1,1,0,0,0,1,1,90,0,TRUE,-45.9,0,0,1,0,0,0,0,1
0,0,1,1,0,0,0,1,1,1,1,1,0,0,54.2,0,TRUE,-7.45,0,0,0,0,1,0,1,0
0,0,0,0,1,0,1,0,1,1,0,1,1,1,99.5,1,FALSE,-118.45,0,0,0,0,0,0,0,1
0,1,1,0,1,0,1,1,1,0,0,1,1,0,99.1,0,TRUE,13.05,0,0,0,1,0,0,0,0
0,0,0,0,1,1,0,1,1,0,1,0,0,1,66.9,0,TRUE,-38.2,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.85,0,TRUE,0,1,0,0,1,0,0,0,0
1,0,0,0,1,0,1,0,0,0,0,1,1,0,91.05,0,TRUE,-42.1,0,0,0,0,0,0,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,71,1,TRUE,33.55,0,1,0,0,0,0,0,1
0,0,0,0,1,0,1,0,1,1,0,0,1,1,93.2,1,TRUE,82.5,0,0,1,0,0,0,1,0
0,0,1,1,1,1,1,0,1,1,1,1,1,1,109.2,0,TRUE,-150.95,0,0,0,0,1,1,0,0
0,1,0,0,1,0,1,1,0,0,0,1,0,1,85.8,0,TRUE,-37.15,0,0,0,0,0,0,1,0
0,0,0,0,1,1,0,1,0,1,1,1,1,1,89.65,0,TRUE,120.7,0,0,0,1,0,0,1,0
1,0,0,0,1,0,1,1,0,0,0,0,0,0,74.35,0,TRUE,13.15,0,1,0,0,0,0,0,0
0,1,1,0,0,0,0,0,1,0,0,1,1,1,49.45,0,TRUE,-59.45,0,0,0,0,1,0,1,0
0,0,1,0,1,1,1,0,1,0,0,0,1,1,89.1,0,TRUE,-72.1,0,0,1,0,0,0,0,1
1,1,1,0,1,1,0,1,0,1,1,0,1,0,75.15,0,TRUE,98.6,0,0,0,0,1,0,1,0
1,1,0,0,1,0,1,0,0,0,0,0,0,1,70.65,0,TRUE,11.25,1,0,0,0,0,0,0,1
0,0,1,1,1,1,1,0,0,1,1,1,1,1,104.2,1,TRUE,13.25,0,0,0,0,0,0,0,1
1,0,1,1,1,0,1,1,0,1,0,0,1,0,90.05,0,FALSE,-95.15,0,0,0,0,0,0,0,1
1,0,0,0,1,0,1,0,0,0,0,0,1,1,79.25,1,TRUE,0,1,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,44.9,1,TRUE,0,1,0,0,0,0,1,0,0
0,1,1,1,1,1,1,0,0,1,0,0,1,1,88.75,0,TRUE,112.4,0,0,0,0,0,0,1,0
1,0,1,0,1,0,1,0,0,0,0,0,0,1,70.1,1,FALSE,-41.35,0,1,0,0,0,0,0,1
1,1,0,0,1,1,1,1,0,0,0,0,1,0,91,0,TRUE,-4.5,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,1,0,0,0,1,29.65,1,TRUE,-0.1,1,0,0,0,0,0,0,1
1,0,1,1,1,0,1,1,1,0,0,0,1,1,90.8,0,TRUE,118.25,0,0,0,1,0,0,0,1
1,0,0,0,1,1,1,0,1,0,0,0,0,1,77.85,1,FALSE,18.3,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,1,0,54.3,1,TRUE,-21.9,1,0,0,0,0,0,0,1
0,1,0,0,1,1,1,0,0,0,0,1,1,1,95.15,1,TRUE,-49,0,1,0,0,0,1,0,0
0,1,0,0,1,1,1,1,0,0,0,1,1,1,102.4,0,TRUE,-286.55,0,0,0,0,1,1,0,0
1,0,1,1,1,1,1,0,0,1,0,1,1,1,99.9,0,FALSE,147.45,0,0,0,1,0,0,0,1
1,0,1,1,1,1,0,1,1,1,1,1,1,0,88.7,0,TRUE,114.95,0,0,0,0,1,0,1,0
1,0,1,1,0,0,0,0,0,1,1,1,1,1,54.3,0,TRUE,-72.1,0,0,0,1,0,0,0,1
1,0,0,0,1,1,0,0,0,1,0,0,0,1,55.7,0,TRUE,-46.15,0,0,0,0,0,1,0,0
1,0,1,0,1,1,1,1,0,1,0,1,1,1,103.95,0,FALSE,33.8,0,0,0,1,0,0,0,1
1,0,1,0,1,1,1,1,0,1,1,1,1,1,110.85,1,TRUE,65.85,0,0,0,1,0,0,1,0
1,0,1,1,1,1,0,1,1,1,1,1,1,1,91.95,0,TRUE,-5.5,0,0,0,0,1,0,1,0
1,0,0,0,1,0,1,0,0,0,0,0,1,0,80.5,1,TRUE,0,1,0,0,0,0,0,0,1
0,1,0,0,1,1,0,0,0,1,0,0,0,0,55.65,0,TRUE,84.45,0,0,0,0,0,0,0,1
0,1,0,0,1,0,1,0,1,0,0,0,0,1,74.7,0,FALSE,-50,0,0,1,0,0,0,0,1
0,0,0,1,1,1,1,0,1,1,0,1,1,1,104.15,0,TRUE,-54.85,0,0,1,1,0,0,1,0
0,0,1,1,1,1,1,0,1,0,1,0,0,1,83.65,0,TRUE,45.2,0,0,0,1,0,1,0,0
1,0,0,0,1,1,1,0,0,0,0,0,0,1,72.2,1,TRUE,16.75,1,0,0,0,0,1,0,0
1,0,0,0,1,1,1,1,1,1,0,1,1,1,110.05,0,FALSE,-162.7,0,0,0,0,1,0,1,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,51.5,1,FALSE,25,0,0,1,0,0,0,0,0
1,1,0,0,1,0,1,0,0,0,0,1,1,1,89.55,1,TRUE,6.1,0,0,0,0,0,0,0,0
0,1,0,0,1,0,1,1,1,0,0,0,0,0,80.7,0,TRUE,-28.7,1,0,0,0,0,0,0,1
1,0,1,1,1,1,0,1,1,0,1,1,0,0,77.5,1,TRUE,-2.5,0,0,1,1,0,0,0,0
0,0,1,1,1,1,1,1,1,1,1,1,0,1,105.1,0,TRUE,-17.1,0,0,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,25.15,0,TRUE,4.9,0,0,1,0,0,1,0,0
1,0,1,0,1,1,1,0,1,1,0,1,0,1,95.25,1,TRUE,-41.15,0,0,0,0,0,1,0,0
1,0,1,0,1,1,1,0,1,0,1,0,1,1,95.65,0,TRUE,114.6,0,0,0,0,0,0,1,0
1,1,0,0,1,0,1,1,0,0,0,0,1,0,85,1,TRUE,59.4,0,0,0,0,0,0,0,1
1,0,1,0,1,1,0,1,1,1,1,0,1,1,80.8,0,TRUE,-67.95,0,0,0,0,1,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,24.85,0,TRUE,67.4,0,0,0,1,0,0,0,0
0,0,0,1,1,0,0,0,1,0,1,0,0,1,54.75,0,FALSE,-102.4,0,0,0,1,0,0,1,0
0,0,1,1,1,0,1,0,0,0,1,1,0,1,85.75,1,FALSE,42.2,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0,1,1,0,50.75,0,TRUE,-73.05,0,0,1,1,0,0,0,1
0,1,0,0,1,1,1,0,1,0,0,1,1,1,98.25,1,TRUE,-28.9,1,0,0,0,0,0,0,1
1,0,1,1,1,1,0,1,1,1,1,0,0,0,71.6,0,TRUE,77.45,0,0,0,0,1,0,1,0
1,0,1,1,1,0,1,1,1,0,0,0,0,1,81.45,0,FALSE,-66.85,0,0,0,1,0,0,1,0
0,0,1,1,0,0,0,0,1,1,1,1,1,1,58.4,0,TRUE,25.15,0,0,0,1,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,25.7,1,FALSE,0,1,0,0,0,0,0,0,0
1,0,1,1,0,0,0,1,1,1,1,0,1,0,53.7,0,TRUE,-16,0,1,0,0,1,0,1,0
1,0,0,0,1,1,1,0,1,0,0,0,1,0,89.4,0,TRUE,76.5,0,0,0,0,0,0,1,0
0,0,1,1,1,0,1,0,0,0,0,0,0,1,69,1,TRUE,23.9,0,1,0,0,0,0,0,1
1,0,1,1,1,1,1,0,1,0,1,0,0,0,84.2,0,TRUE,5.55,0,0,0,1,0,1,0,0
1,0,1,1,1,1,1,1,1,1,1,1,0,1,106.1,0,FALSE,-90.6,0,0,0,0,1,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,46.05,1,TRUE,-11.75,1,0,0,0,0,1,0,0
1,0,0,1,1,1,0,1,1,0,1,0,0,0,64.95,0,FALSE,5,0,0,0,1,0,1,0,0
1,0,1,0,1,1,0,0,1,1,1,1,1,1,85.45,0,TRUE,75.1,0,0,0,0,1,0,1,0
0,1,1,0,1,0,1,0,1,0,0,0,0,1,76.4,1,TRUE,0,1,0,0,0,0,0,0,0
0,0,0,0,1,1,1,0,0,1,0,1,1,1,100.5,1,TRUE,11.5,1,0,0,0,0,0,0,1
1,1,1,1,0,0,0,1,0,0,0,0,1,0,40.05,1,FALSE,-0.9,0,0,1,0,0,0,0,0
1,1,1,0,1,1,1,0,1,0,0,1,1,1,100.6,0,FALSE,-49.55,0,0,0,0,0,1,0,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,69.95,1,TRUE,0,1,0,0,0,0,0,0,1
1,1,1,0,1,1,1,0,0,0,0,0,0,0,74,0,TRUE,-76.85,0,0,0,0,0,1,0,0
1,0,1,0,1,1,1,0,1,0,0,1,1,1,99.4,0,TRUE,128.9,0,0,0,0,1,0,0,1
1,0,0,1,1,1,1,0,0,0,0,1,1,1,93.3,1,TRUE,0,1,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,0,1,0,0,0,1,49.15,1,FALSE,21.6,1,0,0,0,0,0,0,1
0,0,1,1,1,1,1,1,1,1,1,0,1,0,107.45,0,TRUE,-78.1,0,0,0,0,1,0,1,0
0,0,1,1,1,1,0,1,1,1,0,1,1,1,83.6,0,TRUE,-59.9,0,0,0,0,1,0,1,0
1,1,1,0,1,1,1,0,0,1,0,1,1,1,99.05,0,TRUE,-53,0,0,0,0,0,0,1,0
0,0,1,0,1,1,0,0,1,0,1,1,1,1,80.1,0,TRUE,-32.7,0,0,0,1,0,0,0,1
1,0,0,0,1,0,0,1,1,0,0,1,0,1,65.3,0,FALSE,-13.3,0,0,0,0,1,1,0,0
1,0,0,0,1,1,1,0,0,1,0,1,0,1,89.55,0,TRUE,-141.8,0,0,0,0,1,0,0,1
0,0,1,0,0,0,0,0,1,1,1,1,1,0,60.8,0,TRUE,-44.55,0,0,0,0,1,0,1,0
1,0,0,0,1,1,1,0,0,0,0,0,0,0,74.5,0,FALSE,-6.05,1,0,0,0,0,0,0,1
0,0,1,0,1,1,1,1,0,0,0,1,1,0,99.15,0,TRUE,34,0,0,0,0,1,1,0,0
1,0,1,1,0,0,0,1,0,0,0,1,0,1,39.45,0,TRUE,48.85,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,44.85,0,TRUE,53.35,0,0,0,0,0,0,1,0
0,0,1,0,1,0,1,1,0,0,1,1,1,1,97.2,0,FALSE,-220.25,0,0,0,0,1,0,0,1
1,1,1,0,1,1,1,1,0,1,1,1,1,1,110.55,0,TRUE,-17.85,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,35.05,1,TRUE,0,1,0,0,0,0,0,0,0
0,1,0,0,1,0,1,0,1,0,0,0,0,1,73,1,TRUE,0,1,0,0,0,0,0,0,1
1,0,1,1,1,0,0,0,1,0,1,1,1,0,76.95,0,TRUE,-73.05,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,35.4,0,TRUE,-9.8,0,0,1,0,1,0,0,0
0,0,0,0,1,1,1,1,1,0,0,0,1,0,96.75,0,FALSE,89,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,1,1,1,0,54.2,0,TRUE,68.15,0,0,0,1,0,0,0,1
1,0,0,0,1,0,1,0,0,1,1,1,1,0,100.1,0,TRUE,-26.05,0,0,0,0,1,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,45.25,0,TRUE,-16.3,1,0,0,0,0,0,0,0
1,1,0,0,1,1,1,0,1,1,0,0,0,1,83.85,1,FALSE,-50.75,0,0,0,0,0,0,1,0
0,0,0,0,1,0,1,0,0,0,0,0,0,1,70.1,1,TRUE,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,1,0,0,1,33.45,0,TRUE,5.1,0,0,0,0,0,0,0,0
1,1,1,0,1,1,1,1,0,1,0,0,0,1,85.9,0,TRUE,-99.2,0,0,0,1,0,0,0,1
1,0,0,1,1,0,0,0,1,1,1,0,0,1,61,0,TRUE,-10.95,0,0,0,1,0,0,0,1
0,1,0,0,1,0,1,0,0,0,0,0,0,1,70.65,1,TRUE,1.05,1,0,0,0,0,0,0,1
1,0,0,0,1,1,1,0,0,0,0,1,0,1,86.9,0,TRUE,-14.05,0,0,0,1,0,0,0,1
1,0,0,0,1,1,0,1,1,1,1,0,0,0,69.4,0,TRUE,-65.3,0,0,0,0,1,1,0,0
0,0,1,0,1,1,1,0,0,1,1,1,1,1,104.3,0,FALSE,-112.5,0,0,0,0,1,1,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,1,44.95,0,TRUE,-17.7,0,0,1,0,0,0,0,1
0,0,0,1,1,0,0,0,0,0,1,0,0,1,49.45,0,TRUE,-18,0,0,1,1,0,0,0,1
0,0,0,0,1,0,1,1,0,1,0,1,1,1,99,1,TRUE,-9.6,1,0,0,0,0,0,1,0
0,0,0,0,1,1,1,0,0,0,0,1,1,1,93.5,0,TRUE,191.05,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,1,0,0,1,1,1,0,54.55,0,TRUE,-55.45,0,0,0,1,0,0,1,0
1,0,0,0,1,1,1,0,0,0,0,0,1,1,83.95,1,TRUE,71.5,0,0,0,0,0,0,0,1
1,0,0,0,1,1,1,0,1,0,0,0,0,1,79.45,0,TRUE,-13.75,1,0,0,0,0,0,0,1
1,0,0,0,1,1,1,1,1,1,1,1,1,0,116.2,1,FALSE,-33.1,0,0,0,0,1,0,1,0
0,0,1,0,1,1,1,0,0,0,0,1,1,1,93.7,1,TRUE,-67.35,0,0,0,0,1,1,0,0
0,0,0,0,1,1,0,1,1,1,1,0,1,0,79.85,0,TRUE,74.95,0,0,0,1,0,0,1,0
1,0,1,1,1,1,1,0,0,1,0,1,1,0,100,0,TRUE,-64.45,0,0,0,1,0,0,0,1
0,1,1,0,0,0,0,1,1,1,0,0,1,1,50.4,0,TRUE,17.7,0,0,0,1,0,0,1,0
0,0,1,1,1,1,1,1,1,1,1,1,1,0,113.35,0,FALSE,-31.65,0,0,0,1,0,0,0,1
1,0,1,1,1,1,1,0,1,0,0,0,0,1,80,0,TRUE,89.7,0,0,0,0,0,1,0,0
0,0,0,0,1,1,0,0,0,1,1,1,1,1,80.95,0,TRUE,24.55,0,0,0,0,1,1,0,0
0,1,0,0,1,1,0,0,1,0,0,0,0,0,54.9,0,TRUE,47.2,0,0,0,0,0,0,0,1
0,0,0,0,1,1,1,0,0,0,0,0,0,0,75.55,1,TRUE,35.9,1,0,0,0,0,0,0,1
