"","Gender","SeniorCitizen","Partner","Dependents","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","MonthlyCharges","Churn","sample","FixedCharges","TenureCat.00.06","TenureCat.06.12","TenureCat.12.24","OneYearContract","TwoYearContract","BankTransfer","CreditCard","ECheck"
"5014","Male","Yes","No","No","No","No","DSL","No","No","No","No","No","Yes","Yes",34.65,"No",TRUE,-28.4999999999999,"0","0","1","0","0","1","0","0"
"5015","Male","Yes","Yes","No","No","No","DSL","No","Yes","Yes","No","Yes","Yes","Yes",52.3,"No",TRUE,51.7500000000005,"0","0","0","0","0","1","0","0"
"5016","Female","No","No","No","Yes","Yes","DSL","No","No","No","Yes","Yes","No","No",65,"No",TRUE,-52.5,"0","0","0","0","0","0","0","0"
"5018","Female","No","Yes","No","No","No","DSL","No","Yes","No","Yes","No","No","No",35.45,"No",FALSE,-61.8,"0","0","0","1","0","0","0","0"
"5020","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Yes",95.6,"No",FALSE,-65.0999999999999,"0","0","1","0","0","0","0","1"
"5022","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","No","No","No","No","No",81.85,"No",TRUE,-71.7,"0","0","1","1","0","0","1","0"
"5023","Male","No","Yes","Yes","Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","No",109.3,"No",TRUE,22.5500000000002,"0","0","0","0","1","0","1","0"
"5024","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",70.3,"Yes",TRUE,0,"1","0","0","0","0","0","0","1"
"5026","Male","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",69.8,"No",FALSE,-40.9499999999999,"1","0","0","0","0","0","0","1"
"5028","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","No",85.55,"Yes",TRUE,-3.75,"0","1","0","0","0","0","0","1"
"5029","Female","No","No","No","Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes",109.9,"No",TRUE,-288.6,"0","0","0","0","1","0","0","1"
"5030","Female","No","Yes","No","Yes","No","DSL","Yes","No","No","No","No","No","Yes",50.3,"No",TRUE,3.00000000000006,"0","1","0","0","0","1","0","0"
"5031","Male","No","No","Yes","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","No",94.5,"Yes",FALSE,8.45000000000005,"1","0","0","0","0","0","0","0"
"5032","Male","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Yes",101.5,"No",TRUE,-6.64999999999998,"0","1","0","0","0","0","0","1"
"5033","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Yes",89.15,"No",FALSE,-12.2500000000002,"0","1","0","0","0","0","0","1"
"5035","Female","Yes","Yes","Yes","No","No","DSL","No","Yes","No","No","No","No","No",29.9,"No",TRUE,-46.4499999999998,"0","0","0","1","0","1","0","0"
"5036","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","No",78.8,"No",FALSE,65.3,"0","0","1","0","0","0","0","1"
"5037","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Yes",85.35,"Yes",FALSE,9.55000000000018,"0","0","1","0","0","0","1","0"
"5038","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","Yes",79.65,"Yes",TRUE,-6.60000000000002,"1","0","0","0","0","0","0","0"
"5040","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes","Yes",79.6,"Yes",FALSE,35.85,"1","0","0","0","0","0","0","1"
"5041","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","No",96.8,"No",TRUE,-109.3,"0","0","1","0","0","0","0","0"
"5044","Male","Yes","No","No","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Yes",90.6,"Yes",TRUE,-61.3999999999999,"0","0","1","0","0","0","0","1"
"5045","Male","No","Yes","No","Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Yes",104.6,"No",TRUE,-120.65,"0","0","1","0","0","0","0","1"
"5046","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","Yes","No","No","No",80.05,"No",TRUE,34.1500000000001,"0","0","0","0","0","0","1","0"
"5047","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","No","No",45.15,"No",TRUE,0,"1","0","0","0","0","0","0","0"
"5048","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Yes",73.15,"No",TRUE,-122,"0","0","0","0","0","0","1","0"
"5049","Female","Yes","Yes","No","Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Yes",99.1,"No",TRUE,85.7000000000007,"0","0","0","1","0","0","0","1"
"5051","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Yes",106.05,"Yes",TRUE,-17.9499999999998,"0","0","0","0","1","0","1","0"
"5052","Male","No","No","No","Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes","Yes",105.35,"No",TRUE,-105.15,"0","0","0","0","0","0","0","0"
"5053","Male","No","No","Yes","Yes","No","DSL","No","No","No","No","No","No","Yes",45.65,"No",TRUE,-74.4999999999999,"0","0","1","0","0","0","1","0"
"5054","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Yes",79.95,"No",FALSE,-11.25,"0","0","1","0","0","0","1","0"
"5055","Female","No","No","No","Yes","No","DSL","Yes","No","Yes","No","No","No","Yes",54.45,"No",FALSE,-27.6500000000005,"0","0","0","1","0","0","1","0"
"5057","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","No",84.7,"No",TRUE,-204.500000000001,"0","0","0","0","1","0","1","0"
"5058","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Yes",75.85,"No",TRUE,42,"0","1","0","0","0","0","0","1"
"5059","Female","No","No","No","Yes","No","DSL","Yes","No","No","No","No","No","Yes",48.8,"No",TRUE,72.75,"0","0","0","0","0","0","0","0"
"5060","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Yes",99.15,"Yes",TRUE,46.1999999999998,"0","0","0","0","0","0","0","1"
"5061","Female","No","No","No","No","No","DSL","No","No","Yes","Yes","No","No","Yes",35.2,"No",TRUE,-26.3000000000001,"0","0","1","0","0","0","0","1"
"5062","Female","Yes","Yes","Yes","Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","No","No",76.25,"No",TRUE,-39.1999999999998,"0","0","0","1","0","0","0","1"
"5063","Female","No","Yes","No","No","No","DSL","Yes","No","Yes","No","Yes","Yes","No",55.9,"Yes",TRUE,4.25,"0","0","0","0","0","0","0","1"
"5064","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Yes",82.35,"Yes",TRUE,123.5,"0","0","1","0","0","0","0","1"
"5065","Male","No","No","No","No","No","DSL","No","Yes","Yes","Yes","No","No","Yes",40.4,"Yes",TRUE,-3.64999999999999,"1","0","0","0","0","0","1","0"
"5067","Male","No","Yes","No","No","No","DSL","No","Yes","Yes","No","Yes","Yes","No",54.3,"No",TRUE,1.25,"0","0","0","0","1","1","0","0"
"5068","Female","No","Yes","Yes","Yes","No","DSL","Yes","No","No","Yes","No","Yes","No",66.3,"No",FALSE,-65.5,"0","0","0","0","0","1","0","0"
"5070","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","No",75.35,"Yes",TRUE,36.7,"1","0","0","0","0","0","0","1"
"5071","Male","No","No","Yes","Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Yes",85.15,"Yes",FALSE,50.3499999999999,"0","0","0","1","0","0","0","1"
"5072","Male","No","Yes","No","Yes","No","Fiber optic","No","No","Yes","No","No","No","No",75.35,"No",FALSE,0,"1","0","0","0","0","0","1","0"
"5073","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Yes",104.45,"No",TRUE,-217.5,"0","0","1","0","0","0","0","1"
"5074","Female","No","No","Yes","No","No","DSL","No","No","Yes","No","Yes","Yes","Yes",49.45,"No",TRUE,-56.5,"0","0","1","1","0","0","1","0"
"5076","Female","No","Yes","Yes","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Yes",92.15,"No",TRUE,5.09999999999991,"0","0","0","0","0","0","0","1"
"5077","Female","No","Yes","Yes","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Yes",93.8,"Yes",TRUE,29.0999999999999,"0","0","0","1","0","0","0","1"
"5079","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","Yes",100.25,"No",FALSE,-27.75,"0","0","0","1","0","1","0","0"
"5080","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","No",95.7,"No",FALSE,15.5999999999999,"0","0","1","0","0","0","0","1"
"5081","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Yes",93.15,"No",TRUE,127.15,"0","0","0","0","1","0","0","1"
"5082","Male","No","Yes","Yes","Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Yes",69.7,"No",TRUE,35.4999999999995,"0","0","0","0","1","0","0","0"
"5084","Female","No","Yes","Yes","Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","Yes",71.35,"No",TRUE,-6.80000000000018,"0","0","0","0","0","0","0","0"
"5086","Male","No","No","No","No","No","DSL","No","No","No","Yes","No","Yes","Yes",40.6,"No",TRUE,-88.9000000000001,"0","0","0","0","0","0","0","1"
"5090","Male","No","Yes","Yes","Yes","No","DSL","No","No","No","No","Yes","No","Yes",54.4,"No",TRUE,39.9,"0","1","0","0","0","0","0","1"
"5091","Male","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Yes",94.7,"Yes",TRUE,10.2,"0","1","0","0","0","0","1","0"
"5092","Male","No","No","No","No","No","DSL","No","Yes","No","No","No","No","Yes",30.5,"Yes",TRUE,25.7,"1","0","0","0","0","0","1","0"
"5094","Male","No","No","No","Yes","Yes","DSL","No","No","No","Yes","Yes","No","Yes",66.15,"No",TRUE,-42.3500000000004,"0","0","0","0","1","1","0","0"
"5095","Female","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Yes",89.85,"No",FALSE,4.39999999999964,"0","0","0","1","0","0","0","1"
"5096","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","No","No",45.05,"No",TRUE,-15.1500000000001,"0","0","0","1","0","1","0","0"
"5097","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No",86.85,"No",TRUE,97.4500000000007,"0","0","0","0","1","1","0","0"
"5098","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Yes",96.75,"No",FALSE,17.1500000000001,"0","0","0","0","0","0","0","0"
"5099","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Yes",77,"Yes",TRUE,6.75,"1","0","0","0","0","0","0","1"
"5101","Female","No","No","No","Yes","No","Fiber optic","No","No","Yes","No","No","No","No",75.3,"Yes",FALSE,0,"1","0","0","0","0","0","0","1"
"5102","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Yes",106.65,"No",TRUE,-140.95,"0","0","1","0","0","1","0","0"
"5103","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Yes",110.15,"No",TRUE,-49.6000000000004,"0","0","0","0","1","0","1","0"
"5104","Female","No","Yes","Yes","Yes","No","Fiber optic","Yes","No","No","No","No","Yes","Yes",82.85,"No",TRUE,1.00000000000045,"0","0","0","1","0","1","0","0"
"5106","Female","Yes","Yes","No","Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Yes",99.2,"Yes",TRUE,94.1999999999998,"0","0","0","1","0","0","1","0"
"5107","Female","No","No","No","Yes","No","DSL","No","No","Yes","No","No","Yes","Yes",59.45,"No",TRUE,-47.7000000000003,"0","0","0","0","0","0","0","1"
"5108","Female","No","Yes","No","Yes","No","DSL","No","Yes","No","No","Yes","No","Yes",58.6,"No",TRUE,-30.8000000000002,"0","0","0","0","0","1","0","0"
"5109","Female","No","No","No","Yes","No","DSL","No","No","Yes","No","No","No","No",49.7,"No",FALSE,-61.8500000000001,"0","0","1","0","0","0","1","0"
"5110","Male","No","Yes","Yes","Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","No",65.85,"No",TRUE,-249.049999999999,"0","0","0","0","1","0","0","0"
"5111","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Yes",73.5,"No",TRUE,44.2,"0","1","0","0","0","0","0","1"
"5112","Male","Yes","No","No","Yes","No","Fiber optic","Yes","No","No","No","No","Yes","No",85.5,"Yes",FALSE,23.8000000000002,"0","0","0","0","0","0","0","0"
"5114","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","No",113.65,"No",FALSE,97.6499999999996,"0","0","0","0","1","0","1","0"
"5115","Female","Yes","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Yes",83.4,"No",TRUE,-56.3000000000002,"0","0","0","0","0","0","0","1"
"5116","Male","No","Yes","No","Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","No",65.65,"No",TRUE,27.25,"0","0","0","0","1","0","0","0"
"5117","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","No",70.4,"Yes",TRUE,0,"1","0","0","0","0","0","0","1"
"5118","Female","No","No","No","No","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Yes",61.35,"No",TRUE,144.3,"0","0","0","0","1","1","0","0"
"5119","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Yes",85.9,"No",TRUE,121.95,"0","0","0","0","0","0","1","0"
"5120","Female","No","No","No","Yes","No","Fiber optic","No","No","No","Yes","No","No","Yes",75.65,"No",TRUE,21.2,"1","0","0","0","0","0","0","0"
"5121","Male","No","Yes","Yes","Yes","No","DSL","Yes","No","No","No","No","No","Yes",49.75,"Yes",FALSE,-16.95,"0","1","0","1","0","0","0","1"
"5122","Male","No","No","No","Yes","Yes","DSL","No","Yes","Yes","No","No","Yes","No",70.9,"No",FALSE,-91.5000000000005,"0","0","0","1","0","0","1","0"
"5123","Female","No","Yes","Yes","Yes","No","DSL","No","Yes","No","No","No","No","No",49.85,"No",FALSE,-9.79999999999995,"0","0","0","0","0","0","0","0"
"5124","Female","Yes","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","No","Yes",75.3,"Yes",TRUE,17.95,"0","0","1","0","0","0","1","0"
"5126","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Yes",94,"Yes",TRUE,44.9000000000001,"0","1","0","0","0","0","0","1"
"5127","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Yes",103.05,"No",TRUE,51.9000000000005,"0","0","0","0","0","0","0","1"
"5128","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes",118.35,"Yes",FALSE,-125.3,"0","0","0","1","0","1","0","0"
"5129","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","No",99.7,"No",TRUE,61.2999999999993,"0","0","0","0","0","0","0","1"
"5130","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","Yes",81.9,"No",TRUE,-35.8,"0","0","1","0","0","0","0","0"
"5131","Male","No","No","No","No","No","DSL","Yes","No","No","No","No","No","Yes",30.45,"Yes",FALSE,-17.15,"0","1","0","0","0","0","0","1"
"5132","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Yes",96.1,"Yes",TRUE,135.700000000001,"0","0","0","0","0","0","0","1"
"5133","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","No","No","No","Yes","No","Yes",66.2,"No",TRUE,-7.64999999999964,"0","0","0","1","0","0","0","1"
"5134","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Yes",104.25,"Yes",TRUE,-68.0999999999999,"0","0","1","0","0","0","0","1"
"5135","Male","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Yes",80.2,"Yes",TRUE,14.25,"0","0","1","0","0","0","0","1"
"5137","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Yes",72.6,"No",TRUE,9.10000000000002,"1","0","0","0","0","0","0","0"
"5138","Male","Yes","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes",116.5,"No",TRUE,-24.9499999999998,"0","0","0","0","0","0","0","1"
"5139","Male","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Yes",106.8,"No",TRUE,40.3999999999996,"0","0","0","0","1","0","0","1"
"5141","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Yes",89.25,"No",TRUE,0,"1","0","0","0","0","0","0","1"
"5143","Female","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Yes",104.55,"No",TRUE,-121.25,"0","0","0","1","0","1","0","0"
"5144","Female","No","Yes","Yes","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes",87.2,"No",TRUE,72.1999999999998,"0","0","0","1","0","0","0","0"
"5145","Female","Yes","Yes","No","No","No","DSL","No","Yes","No","No","No","No","Yes",30.75,"No",TRUE,-9.40000000000001,"1","0","0","0","0","0","0","1"
"5147","Male","No","No","Yes","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","No",86.2,"No",TRUE,-55,"0","1","0","0","0","0","0","1"
"5148","Male","No","No","No","No","No","DSL","No","No","No","Yes","No","No","Yes",30.1,"No",TRUE,-31.95,"0","0","0","0","0","0","1","0"
"5149","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Yes",99.35,"No",FALSE,-110.2,"0","0","0","0","1","0","0","1"
"5154","Male","Yes","Yes","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Yes",94.55,"No",FALSE,-25.0999999999999,"0","0","0","0","0","0","0","1"
"5155","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Yes",104.2,"Yes",TRUE,-27.9000000000001,"0","0","1","0","0","0","0","1"
"5156","Female","No","No","No","Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Yes",94.4,"No",TRUE,-193.9,"0","0","0","1","0","1","0","0"
"5157","Male","No","No","No","Yes","No","DSL","Yes","Yes","No","No","No","No","No",56.1,"No",TRUE,-6.75,"0","0","1","1","0","0","0","0"
"5158","Female","No","Yes","Yes","Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","No",68.25,"No",FALSE,22.8499999999999,"0","0","1","0","1","1","0","0"
"5160","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Yes",76.25,"No",FALSE,-1.39999999999998,"0","1","0","0","0","0","0","1"
"5161","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","No","No",74.35,"No",TRUE,0,"1","0","0","0","0","0","0","1"
"5162","Male","No","No","Yes","Yes","No","DSL","No","Yes","No","Yes","No","No","No",54.15,"No",TRUE,67,"0","0","1","0","0","0","0","1"
"5164","Male","No","Yes","Yes","No","No","DSL","Yes","Yes","No","No","No","No","Yes",34.95,"No",FALSE,-53.85,"0","0","1","0","0","0","0","0"
"5165","Female","No","No","No","Yes","Yes","DSL","Yes","No","No","No","No","No","Yes",53.65,"No",TRUE,28.8,"0","1","0","0","0","0","0","1"
"5166","Male","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Yes",69.65,"Yes",TRUE,0,"1","0","0","0","0","0","0","1"
"5167","Male","No","No","No","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","No",104,"No",TRUE,19.4499999999998,"0","0","0","1","0","0","0","1"
"5168","Female","No","Yes","No","Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Yes",70.35,"No",FALSE,114.7,"0","0","0","0","1","0","1","0"
"5169","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes","Yes",80.8,"Yes",TRUE,-14.0999999999999,"0","1","0","0","0","0","0","1"
"5170","Male","No","No","Yes","Yes","No","DSL","Yes","No","Yes","No","No","Yes","No",64.85,"No",TRUE,-21.9999999999999,"0","0","1","1","0","0","0","0"
"5172","Female","No","Yes","No","Yes","No","DSL","No","No","No","No","No","No","No",45.9,"No",TRUE,-44.85,"0","1","0","0","0","1","0","0"
"5174","Male","No","Yes","Yes","Yes","No","DSL","No","No","No","No","No","No","No",44.8,"No",TRUE,-9.54999999999998,"1","0","0","0","0","0","0","1"
"5175","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","No","Yes",80.3,"Yes",TRUE,-35.4,"0","1","0","0","0","0","0","0"
"5177","Female","No","No","Yes","No","No","DSL","Yes","No","No","Yes","No","Yes","No",45.8,"No",FALSE,-43.8,"0","0","0","0","0","0","0","0"
"5178","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Yes",84.1,"Yes",TRUE,-6,"0","0","0","0","0","0","0","1"
"5179","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Yes",108.95,"No",TRUE,-56.1500000000005,"0","0","0","1","0","1","0","0"
"5180","Male","No","No","No","Yes","No","DSL","No","No","No","Yes","Yes","Yes","Yes",69.35,"Yes",TRUE,-16.7,"1","0","0","0","0","0","0","1"
"5181","Female","No","No","No","No","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No",64.35,"No",TRUE,163.800000000001,"0","0","0","0","1","0","1","0"
"5182","Male","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes",90.8,"No",TRUE,-139.999999999999,"0","0","0","0","1","0","1","0"
"5184","Female","Yes","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Yes",79.6,"Yes",TRUE,11.9000000000005,"0","0","0","0","0","0","0","0"
"5185","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Yes",84.7,"No",FALSE,-48.5500000000002,"0","0","0","0","1","1","0","0"
"5186","Female","No","No","Yes","Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","Yes",70.8,"No",TRUE,-61.8499999999999,"0","0","0","1","0","0","1","0"
"5187","Female","Yes","No","No","No","No","DSL","No","No","No","No","Yes","No","Yes",36.45,"Yes",TRUE,0,"1","0","0","0","0","0","0","1"
"5188","Female","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Yes",104.4,"No",TRUE,-146.450000000001,"0","0","0","0","0","0","0","1"
"5189","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Yes",101.5,"No",TRUE,-127.35,"0","0","0","0","0","0","0","1"
"5190","Male","No","No","No","Yes","Yes","DSL","No","Yes","No","No","No","No","No",54.3,"No",TRUE,0,"1","0","0","0","0","0","0","1"
"5191","Male","Yes","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Yes",103.95,"No",TRUE,-49.75,"0","0","0","0","0","0","0","1"
"5192","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes",91.1,"No",TRUE,103,"0","0","1","0","1","0","1","0"
"5195","Male","No","No","Yes","Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Yes",89.4,"Yes",TRUE,34.6999999999998,"0","0","1","0","0","0","0","1"
"5196","Male","No","No","No","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Yes",75.1,"No",FALSE,-70.8499999999995,"0","0","0","0","1","1","0","0"
"5197","Female","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","No",108.1,"No",TRUE,104.000000000001,"0","0","0","1","0","1","0","0"
"5198","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Yes",110.15,"No",FALSE,68,"0","0","0","0","1","0","0","1"
"5199","Female","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","No","No","No","No","No","No",80.35,"Yes",TRUE,49.4000000000001,"0","0","0","0","0","0","0","1"
"5200","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Yes",111.5,"No",TRUE,16.75,"0","0","0","1","0","0","0","1"
"5201","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Yes",106.5,"No",TRUE,-58,"0","0","0","1","0","0","0","1"
"5203","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Yes",111.1,"No",TRUE,0.300000000000182,"0","0","0","0","1","0","0","0"
"5204","Male","No","No","Yes","Yes","No","DSL","No","No","No","Yes","Yes","Yes","No",70.7,"No",FALSE,13.55,"1","0","0","0","0","0","0","0"
"5205","Male","Yes","Yes","No","No","No","DSL","No","No","No","No","No","No","Yes",24.85,"No",TRUE,11.4499999999999,"0","0","0","0","0","0","0","1"
"5206","Female","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","No",91.2,"No",TRUE,7.90000000000009,"0","0","0","0","0","1","0","0"
"5207","Male","No","No","No","Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","No",65.6,"No",TRUE,-113.4,"0","0","0","0","1","1","0","0"
"5208","Female","Yes","Yes","No","No","No","DSL","No","No","Yes","No","No","Yes","Yes",40.65,"Yes",TRUE,-42.3,"0","0","1","0","0","0","1","0"
"5209","Female","No","Yes","Yes","Yes","No","DSL","Yes","Yes","No","Yes","No","No","No",59.45,"No",TRUE,-51.45,"0","0","1","0","0","1","0","0"
"5210","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Yes",109.95,"No",FALSE,-64.0000000000009,"0","0","0","0","1","0","1","0"
"5211","Male","No","Yes","No","No","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Yes",60.45,"Yes",TRUE,-19.6000000000004,"0","0","0","1","0","0","0","1"
"5212","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Yes",84.9,"Yes",TRUE,85.75,"0","1","0","0","0","0","0","1"
"5213","Male","No","Yes","Yes","No","No","DSL","Yes","Yes","Yes","No","No","No","No",38.5,"No",TRUE,-9,"0","0","0","0","1","0","1","0"
"5214","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Yes",92.55,"No",TRUE,41.3500000000001,"0","0","1","0","0","0","0","1"
"5215","Female","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","No","No","No","No","Yes",73.55,"Yes",TRUE,-1.69999999999999,"1","0","0","0","0","1","0","0"
"5217","Female","No","Yes","No","No","No","DSL","No","Yes","Yes","No","No","No","No",34.7,"Yes",FALSE,-61.1000000000001,"0","0","0","1","0","0","0","0"
"5221","Female","No","No","No","Yes","No","DSL","Yes","No","Yes","Yes","No","No","No",58,"No",TRUE,52.5,"0","0","0","1","0","0","1","0"
